Date_Time,Date,Time,Alfred Place,Birrarung Marr,Bourke St-Russell St (West),Bourke Street Mall (North),Bourke Street Mall (South),Chinatown-Lt Bourke St (South),Chinatown-Swanston St (North),City Square,Collins Place (North),Collins Place (South),Collins St (North),Flagstaff Station,Flinders St-Elizabeth St (East),Flinders St-Spark La,Flinders St-Spring St (West),Flinders St-Swanston St (West),Flinders Street Station Underpass,Grattan St-Swanston St (West),Lonsdale St-Spring St (West),Lonsdale St (South),Lygon St (East),Lygon St (West),Melbourne Central,Melbourne Convention Exhibition Centre,Monash Rd-Swanston St (West),New Quay,Princes Bridge,Queen St (West),QV Market-Elizabeth St (West),QV Market-Peel St,Sandridge Bridge,Southbank,Southern Cross Station,Spencer St-Collins St (North),Spencer St-Collins St (South),St Kilda Rd-Alexandra Gardens,State Library,The Arts Centre,Tin Alley-Swanston St (West),Town Hall (West),Victoria Point,Waterfront City,Webb Bridge
2019-01-09T20:00:00Z,2019-01-10,7,267,NA,113,329,242,65,69,NA,497,598,392,NA,NA,155,188,970,1338,82,207,95,51,59,170,536,35,232,1249,235,293,100,551,1523,1679,1956,612,288,246,1318,29,444,268,58,389
2019-01-09T21:00:00Z,2019-01-10,8,727,NA,216,755,570,142,214,NA,1188,1662,865,NA,NA,317,437,2056,3549,208,602,302,100,98,377,809,114,391,2809,644,582,156,1304,3463,3753,3706,1324,514,554,2917,106,999,392,71,564
2019-01-09T22:00:00Z,2019-01-10,9,602,NA,289,949,727,192,216,NA,750,1065,881,NA,NA,274,393,1413,1805,326,483,241,108,97,414,455,180,270,1957,474,1073,163,648,2085,1880,2471,795,332,515,2085,123,1158,347,35,284
2019-01-09T23:00:00Z,2019-01-10,10,414,NA,377,1490,1146,274,324,NA,397,689,1128,NA,NA,192,240,1039,1289,361,438,332,141,111,523,532,168,260,2063,487,1241,167,531,1778,702,1762,499,436,593,1983,89,1629,210,44,200
2019-01-10T00:00:00Z,2019-01-10,11,365,NA,585,2045,1813,402,513,NA,375,697,1442,NA,NA,193,228,1144,1419,437,508,522,176,175,766,671,216,256,2473,485,1472,234,481,2314,692,1634,576,648,790,2342,120,2309,209,62,251
2019-01-10T01:00:00Z,2019-01-10,12,1133,NA,1205,3195,3076,758,1021,NA,564,1471,2186,NA,NA,186,341,1591,2307,438,853,1117,330,341,1347,1160,330,640,2895,1022,1729,343,718,3763,1437,2475,1103,987,1282,2805,109,3525,502,164,757
2019-01-10T02:00:00Z,2019-01-10,13,1002,NA,1294,3419,3370,684,1116,NA,633,1585,2337,NA,NA,225,358,1680,2389,558,811,1014,382,305,1530,1158,339,670,3074,816,1612,341,802,3995,1243,2498,1007,1022,1453,2631,146,3642,381,211,598
2019-01-10T03:00:00Z,2019-01-10,14,451,NA,989,2976,2698,496,971,NA,445,792,1844,NA,NA,206,239,1163,2043,357,432,722,256,297,1381,999,201,389,3023,576,996,251,688,3187,803,1847,595,912,1385,2810,102,3318,220,123,303
2019-01-10T04:00:00Z,2019-01-10,15,384,NA,938,2685,2684,474,861,NA,460,682,1501,NA,NA,217,239,1242,2211,368,399,673,221,259,1311,997,228,379,3545,432,807,179,809,3131,1098,2280,591,930,1434,3174,91,3300,290,80,286
2019-01-10T05:00:00Z,2019-01-10,16,452,NA,949,2577,2270,467,862,NA,855,720,1485,NA,NA,187,364,1879,2886,329,418,651,182,336,1343,1207,229,425,3519,530,627,200,1036,3578,2414,3328,733,979,1475,3049,89,3119,536,80,457
2019-01-10T06:00:00Z,2019-01-10,17,608,NA,1217,2951,2503,631,1044,NA,1333,1155,1585,NA,NA,267,493,2361,4326,446,555,892,274,359,1583,1472,350,585,4667,756,746,230,1780,5192,3374,4404,1095,1404,1795,3828,189,3566,711,140,683
2019-01-10T07:00:00Z,2019-01-10,18,356,NA,1053,2325,1674,799,1146,NA,500,580,936,NA,NA,188,228,1336,2604,207,324,999,222,421,1375,1119,160,562,3431,430,589,196,1093,3863,1266,2280,529,828,1435,2868,87,2683,279,145,385
2019-01-10T08:00:00Z,2019-01-10,19,138,NA,1061,1874,1218,693,1088,NA,186,272,588,NA,NA,82,93,634,1575,185,228,864,256,474,1235,503,123,367,2151,284,484,166,577,2863,441,1303,274,654,1123,1949,60,1975,169,90,223
2019-01-10T09:00:00Z,2019-01-10,20,111,NA,893,1596,899,646,941,NA,147,250,404,NA,NA,114,73,508,1306,131,167,647,219,569,1018,518,119,402,1786,181,496,155,458,2532,202,867,199,440,988,1023,81,1564,75,102,167
2019-01-10T10:00:00Z,2019-01-10,21,67,NA,885,961,416,651,838,NA,81,136,377,NA,NA,85,64,398,1390,120,173,693,225,640,1093,503,60,444,1720,226,426,95,512,2138,151,808,162,331,750,1345,55,1249,84,143,122
2019-01-10T11:00:00Z,2019-01-10,22,69,NA,634,400,255,406,490,NA,70,120,195,NA,NA,78,61,371,1025,83,112,543,134,368,594,259,21,189,1612,136,277,88,439,1471,106,653,168,169,481,1057,17,617,36,77,81
2019-01-10T12:00:00Z,2019-01-10,23,50,NA,458,178,118,345,299,NA,48,64,146,NA,NA,31,35,256,639,71,58,388,55,162,308,173,2,122,652,103,199,75,225,604,61,363,69,100,217,423,3,343,13,35,25
2019-01-10T13:00:00Z,2019-01-11,0,26,NA,312,107,79,116,146,NA,16,31,82,NA,NA,16,16,125,263,52,19,246,29,62,195,54,5,43,309,75,144,24,101,304,25,174,43,52,112,194,6,187,9,8,14
2019-01-10T14:00:00Z,2019-01-11,1,4,NA,201,48,46,97,83,NA,14,13,49,NA,NA,5,5,57,69,35,10,219,16,32,107,34,NA,13,102,51,68,33,34,128,12,58,37,31,84,41,2,93,3,2,13
2019-01-10T15:00:00Z,2019-01-11,2,6,NA,151,42,25,58,52,NA,2,13,45,NA,NA,13,10,60,83,17,5,100,7,6,47,28,NA,17,81,25,48,10,23,60,10,54,39,20,45,35,NA,79,NA,3,3
2019-01-10T16:00:00Z,2019-01-11,3,2,NA,108,30,25,54,31,NA,7,7,22,NA,NA,7,2,25,30,6,13,39,NA,4,34,8,2,13,73,20,35,8,16,41,8,49,25,6,19,72,1,37,NA,3,2
2019-01-10T17:00:00Z,2019-01-11,4,11,NA,91,49,20,45,13,NA,5,16,9,NA,NA,6,5,35,59,11,8,52,6,7,25,16,1,10,78,15,38,9,44,30,5,49,20,13,16,116,2,37,5,3,3
2019-01-10T18:00:00Z,2019-01-11,5,24,NA,61,33,26,48,15,NA,22,35,31,NA,NA,27,14,75,197,5,19,25,9,18,54,79,2,23,219,25,96,9,95,155,79,242,38,32,32,294,1,95,13,3,40
2019-01-10T19:00:00Z,2019-01-11,6,99,NA,78,119,74,31,40,NA,140,177,170,NA,NA,64,82,297,644,39,97,38,4,26,108,192,34,73,530,77,138,32,235,673,447,810,230,129,68,691,26,206,69,36,143
2019-01-10T20:00:00Z,2019-01-11,7,248,NA,164,397,229,83,76,NA,362,493,404,NA,NA,155,186,939,1306,76,194,113,38,60,181,482,39,249,1235,221,308,84,540,1428,1461,1723,592,309,193,1531,38,470,292,55,312
2019-01-10T21:00:00Z,2019-01-11,8,733,NA,319,858,523,168,211,NA,1000,1391,791,NA,NA,286,437,2008,3471,231,577,261,106,100,377,768,175,350,2655,642,614,137,1255,3343,2869,3496,1199,534,544,3089,102,1074,429,71,506
2019-01-10T22:00:00Z,2019-01-11,9,743,NA,305,1018,743,159,227,NA,680,997,803,NA,NA,262,362,1284,1813,318,449,263,109,70,402,476,178,235,1869,542,632,169,649,2096,1833,2308,759,340,521,1853,104,1122,363,26,271
2019-01-10T23:00:00Z,2019-01-11,10,514,NA,531,1442,1129,209,310,NA,470,630,1201,NA,NA,239,242,963,1259,303,447,377,137,112,573,638,108,230,1919,432,853,208,488,1800,695,1588,557,382,540,1753,68,1592,222,51,149
2019-01-11T00:00:00Z,2019-01-11,11,426,NA,629,2081,1683,397,539,NA,348,680,1329,NA,NA,209,184,1107,1458,252,488,577,231,169,696,711,148,326,2288,451,1069,214,453,2113,713,1570,612,598,769,2172,72,2155,220,81,264
2019-01-11T01:00:00Z,2019-01-11,12,1281,NA,1385,3603,2983,671,1175,NA,628,1613,2146,NA,NA,224,346,1816,2429,301,822,1028,307,290,1223,957,245,402,2905,912,1620,304,666,3764,1650,2460,1144,787,1218,2797,126,3220,489,111,692
2019-01-11T02:00:00Z,2019-01-11,13,1117,NA,1303,3810,3163,599,1248,NA,615,1573,2228,NA,NA,291,296,1797,2413,505,804,956,299,342,1289,996,314,455,2725,849,1883,298,570,3634,1355,2545,1148,911,1403,2595,150,3423,400,110,586
2019-01-11T03:00:00Z,2019-01-11,14,499,NA,943,3146,2479,401,983,NA,404,768,1638,NA,NA,221,272,1153,1910,250,503,668,256,268,1181,963,177,321,2876,533,947,220,546,2854,859,1959,585,880,1075,2728,75,3116,189,75,265
2019-01-11T04:00:00Z,2019-01-11,15,493,515,967,2967,2230,338,948,NA,451,645,1423,NA,NA,280,253,1309,2203,234,438,610,207,247,1141,1035,208,272,3043,536,995,193,629,2878,1219,2260,574,808,1113,3118,105,2940,219,85,280
2019-01-11T05:00:00Z,2019-01-11,16,598,750,1055,3231,2284,335,967,NA,839,666,1483,NA,NA,314,387,1961,3205,220,520,735,168,263,1194,1292,204,250,3420,580,861,169,987,3499,2627,3387,779,921,1207,2968,135,3122,521,85,451
2019-01-11T06:00:00Z,2019-01-11,17,714,1135,1519,3891,2554,458,1191,NA,1042,972,1694,NA,NA,410,370,2433,4594,318,628,1035,207,481,1641,1398,242,439,4302,774,677,244,1500,5136,2665,4030,1101,1289,1761,4273,160,3676,611,93,621
2019-01-11T07:00:00Z,2019-01-11,18,348,773,1399,3331,1842,753,1425,NA,437,499,1152,NA,NA,337,209,1270,3029,182,385,1114,220,568,1593,1462,167,385,4058,491,701,214,915,4268,1004,2348,459,1318,1489,3817,123,3132,304,176,345
2019-01-11T08:00:00Z,2019-01-11,19,194,583,1255,2730,1447,978,1463,NA,183,317,816,NA,NA,168,137,865,2318,191,250,1103,301,807,1371,1137,84,462,3386,342,554,155,653,3914,409,1408,261,1099,1414,2857,68,2357,125,131,264
2019-01-11T09:00:00Z,2019-01-11,20,177,528,1150,2142,1295,994,1337,NA,127,250,615,NA,NA,187,139,628,1925,144,233,1031,449,1064,1333,962,65,633,2828,326,491,139,606,3912,216,1118,207,1090,1335,1815,49,2200,100,181,229
2019-01-11T10:00:00Z,2019-01-11,21,146,500,1295,1476,663,983,1285,NA,116,287,376,NA,NA,200,123,508,1827,81,183,937,434,1045,1387,922,39,753,3029,320,485,156,663,3734,178,877,193,1012,1139,1970,59,1845,93,238,197
2019-01-11T11:00:00Z,2019-01-11,22,142,337,1021,797,337,762,1029,NA,133,174,396,NA,NA,215,110,491,1850,65,213,794,371,960,1139,934,16,431,3059,376,407,110,686,3229,149,742,157,751,749,2241,31,1290,60,134,130
2019-01-11T12:00:00Z,2019-01-11,23,75,136,744,435,261,512,661,NA,77,125,185,NA,NA,88,49,382,1228,34,114,577,172,587,844,401,6,267,1599,362,274,77,501,1737,71,542,116,263,449,950,16,895,23,98,76
2019-01-11T13:00:00Z,2019-01-12,0,27,130,611,244,174,399,458,NA,46,63,204,NA,NA,51,41,221,777,23,64,489,72,321,575,240,6,84,961,310,199,34,293,1062,33,333,79,182,305,431,5,602,13,48,38
2019-01-11T14:00:00Z,2019-01-12,1,32,33,515,192,161,231,328,NA,23,59,94,NA,NA,50,36,162,377,7,47,370,33,98,329,110,1,34,498,294,142,28,180,477,16,200,44,100,206,225,6,430,5,14,18
2019-01-11T15:00:00Z,2019-01-12,2,10,20,371,121,92,114,244,NA,18,21,66,NA,NA,27,8,107,245,8,22,240,13,29,185,32,2,30,253,308,118,29,131,234,26,145,40,66,120,152,6,198,3,5,5
2019-01-11T16:00:00Z,2019-01-12,3,21,19,235,74,52,123,148,NA,9,6,45,NA,NA,11,5,58,170,5,17,203,11,31,144,27,NA,11,168,170,80,16,98,146,15,87,18,26,85,115,NA,153,1,2,7
2019-01-11T17:00:00Z,2019-01-12,4,1,11,168,63,38,47,62,NA,5,10,24,NA,NA,12,8,33,146,7,17,124,1,30,70,33,1,2,149,116,76,7,85,85,12,52,26,36,59,96,2,95,NA,1,7
2019-01-11T18:00:00Z,2019-01-12,5,4,20,82,23,24,66,37,NA,7,35,40,NA,NA,21,14,48,110,7,19,48,15,3,55,22,2,20,156,25,78,7,85,75,22,105,12,46,18,169,2,73,9,2,20
2019-01-11T19:00:00Z,2019-01-12,6,12,84,65,62,36,36,15,NA,17,70,41,NA,NA,27,27,99,175,26,24,86,1,33,72,83,5,33,214,14,119,33,98,209,37,225,30,58,44,221,11,95,11,6,39
2019-01-11T20:00:00Z,2019-01-12,7,46,187,71,83,79,79,78,NA,42,83,169,NA,NA,46,56,168,338,18,49,67,13,32,124,130,11,93,366,34,200,47,121,466,53,455,58,122,97,369,15,157,23,26,88
2019-01-11T21:00:00Z,2019-01-12,8,72,264,115,305,168,48,57,NA,59,130,236,NA,NA,65,91,268,480,86,69,58,50,61,196,229,12,134,588,85,375,103,184,782,81,554,86,189,128,599,19,384,49,28,134
2019-01-11T22:00:00Z,2019-01-12,9,186,458,204,619,500,120,129,NA,93,188,510,NA,NA,119,104,458,809,222,130,173,72,70,256,354,70,199,955,170,660,174,298,1151,125,871,168,328,277,937,67,808,52,34,237
2019-01-11T23:00:00Z,2019-01-12,10,196,472,396,1146,1080,272,293,NA,145,182,853,NA,NA,174,175,658,1122,324,153,236,111,106,464,626,54,333,1705,163,1065,308,428,1595,137,1173,213,416,449,1473,32,1447,89,68,216
2019-01-12T00:00:00Z,2019-01-12,11,148,519,631,2030,1749,462,492,NA,151,268,1125,NA,NA,142,81,810,1376,347,180,378,150,152,682,875,64,342,2281,257,1335,357,544,2174,139,1211,231,710,707,1990,34,1975,95,109,232
2019-01-12T01:00:00Z,2019-01-12,12,153,790,795,2453,2205,661,1080,NA,172,278,1274,NA,NA,133,110,846,1615,350,208,497,220,215,998,959,70,390,2961,173,1534,377,563,2901,129,1332,220,1041,1163,2845,50,2671,73,102,226
2019-01-12T02:00:00Z,2019-01-12,13,147,936,1011,2669,2364,702,1190,NA,203,285,1294,NA,NA,78,147,710,1643,274,178,571,221,257,1320,1022,103,420,3237,177,1539,412,555,3059,88,1165,170,1298,1365,3432,49,2960,71,150,244
2019-01-12T03:00:00Z,2019-01-12,14,123,1021,1052,2980,2654,611,1127,NA,161,284,1461,NA,NA,129,146,713,1928,261,257,627,234,288,1517,1318,137,425,3306,183,1310,335,716,3020,122,1300,244,1420,1485,2929,59,3397,73,119,241
2019-01-12T04:00:00Z,2019-01-12,15,134,986,1030,2968,2688,515,1110,NA,156,295,1389,NA,NA,176,163,860,1989,281,191,597,235,290,1551,1205,134,521,3434,261,1116,294,749,3304,127,1314,258,1575,1425,3095,81,3182,76,154,265
2019-01-12T05:00:00Z,2019-01-12,16,117,979,1051,2726,2550,546,1007,NA,148,292,1241,NA,NA,157,188,737,1970,267,190,624,178,366,1300,1330,102,465,3602,207,640,181,678,3526,119,1378,279,1674,1371,3247,58,3065,56,129,258
2019-01-12T06:00:00Z,2019-01-12,17,149,929,1132,2501,2123,592,1048,NA,153,321,942,NA,NA,187,180,818,1961,181,232,761,179,390,1428,1169,113,582,3553,177,603,190,711,4055,131,1331,260,1716,1469,2600,48,2858,102,184,224
2019-01-12T07:00:00Z,2019-01-12,18,174,667,1183,2275,1477,805,1231,NA,134,315,726,NA,NA,163,118,751,1745,160,232,910,338,595,1360,1214,48,479,3216,183,525,189,607,3969,132,1228,250,1350,1346,2549,25,2506,122,167,224
2019-01-12T08:00:00Z,2019-01-12,19,144,669,1353,1958,960,965,1268,NA,101,258,446,NA,NA,168,121,579,1627,115,218,955,380,751,1436,785,58,526,2743,226,453,207,625,3853,110,869,205,1403,1277,2122,40,2151,102,172,191
2019-01-12T09:00:00Z,2019-01-12,20,101,339,1151,1138,587,853,1261,NA,101,294,404,NA,NA,132,102,422,1519,100,232,875,558,1027,1370,852,45,637,2648,286,450,139,533,4111,95,710,175,1084,1104,1448,36,1797,78,198,185
2019-01-12T10:00:00Z,2019-01-12,21,123,238,1164,702,394,830,942,NA,74,223,362,NA,NA,112,99,398,1463,120,195,843,431,863,1172,691,31,571,2504,223,409,111,540,3640,65,649,187,843,870,1777,18,1458,66,187,130
2019-01-12T11:00:00Z,2019-01-12,22,114,745,1078,610,351,768,724,NA,82,171,298,NA,NA,176,89,411,1522,84,210,857,314,792,942,483,17,263,2500,302,347,121,610,3132,64,730,179,725,724,1671,19,1385,59,99,82
2019-01-12T12:00:00Z,2019-01-12,23,79,132,779,431,257,734,569,NA,68,116,212,NA,NA,66,49,345,1011,45,112,754,165,535,706,415,8,194,1621,348,265,66,386,1741,38,591,140,440,467,905,8,956,40,75,55
2019-01-12T13:00:00Z,2019-01-13,0,38,88,651,238,178,347,388,NA,27,46,144,NA,NA,24,42,244,633,35,73,482,51,182,471,151,5,57,889,372,223,38,328,998,28,347,101,89,244,391,1,689,26,29,21
2019-01-12T14:00:00Z,2019-01-13,1,13,59,525,136,142,258,268,NA,21,37,92,NA,NA,18,9,221,503,48,49,388,28,123,334,207,1,41,438,320,137,32,208,496,15,165,75,65,219,228,2,480,4,6,25
2019-01-12T15:00:00Z,2019-01-13,2,11,45,379,94,91,218,161,NA,15,13,62,NA,NA,16,16,112,269,39,30,232,24,36,197,84,2,15,272,257,97,21,146,179,9,96,39,47,112,173,1,249,5,5,6
2019-01-12T16:00:00Z,2019-01-13,3,12,5,350,109,77,146,124,NA,11,17,42,NA,NA,22,17,46,267,23,25,250,12,33,201,54,2,16,199,150,82,21,138,139,12,121,49,29,83,173,3,219,8,2,4
2019-01-12T17:00:00Z,2019-01-13,4,15,NA,200,60,44,78,37,NA,12,24,61,NA,NA,11,10,53,142,16,10,139,9,13,58,41,1,5,141,76,70,13,86,86,8,63,13,20,50,105,NA,118,2,3,5
2019-01-12T18:00:00Z,2019-01-13,5,4,NA,103,34,32,44,49,NA,9,14,23,NA,NA,5,13,35,154,23,35,203,2,2,58,30,NA,18,140,25,70,5,85,89,9,61,30,23,34,124,1,92,9,7,6
2019-01-12T19:00:00Z,2019-01-13,6,23,NA,109,36,33,43,19,NA,42,46,38,NA,NA,26,37,85,199,13,57,95,10,19,55,68,3,32,200,17,99,26,95,153,25,153,28,62,53,315,2,137,9,6,23
2019-01-12T20:00:00Z,2019-01-13,7,33,NA,95,94,88,75,72,NA,53,60,84,NA,NA,39,50,152,225,46,130,129,11,20,83,147,5,72,296,38,175,47,116,430,54,316,48,116,54,452,8,183,24,35,76
2019-01-12T21:00:00Z,2019-01-13,8,55,NA,128,250,126,70,124,NA,48,90,158,NA,NA,44,76,259,433,141,197,98,28,43,157,250,16,179,507,68,305,75,195,783,81,500,109,147,133,705,18,342,36,43,141
2019-01-12T22:00:00Z,2019-01-13,9,119,NA,223,590,391,168,123,NA,84,126,359,NA,NA,92,146,472,710,285,228,134,72,78,278,407,48,310,917,131,627,175,278,1369,77,782,219,319,259,1104,42,614,78,50,175
2019-01-12T23:00:00Z,2019-01-13,10,115,NA,412,1161,925,344,341,NA,85,212,659,NA,NA,116,112,602,1013,375,426,229,100,127,457,648,63,501,1591,138,916,317,413,1958,107,1070,199,520,464,1744,49,1187,85,81,232
2019-01-13T00:00:00Z,2019-01-13,11,135,NA,498,1893,1451,526,545,NA,95,236,900,NA,NA,160,100,727,1290,272,355,271,163,192,700,908,64,683,2165,159,1259,344,492,2443,100,1019,206,815,630,2343,57,1732,68,109,246
2019-01-13T01:00:00Z,2019-01-13,12,114,NA,747,2532,1765,813,1067,NA,136,304,945,NA,NA,113,111,703,1484,157,338,530,242,395,969,1019,96,953,2836,141,1478,364,514,2825,116,1069,209,1047,967,2868,72,2229,84,186,257
2019-01-13T02:00:00Z,2019-01-13,13,70,NA,832,2708,1988,638,1188,NA,105,291,1144,NA,NA,139,148,660,1532,224,451,635,233,394,1155,1171,107,928,3097,138,1582,396,544,3080,115,991,209,1350,1118,3149,64,2562,59,152,282
2019-01-13T03:00:00Z,2019-01-13,14,108,NA,864,2935,2241,483,1198,NA,100,259,1106,NA,NA,183,147,758,1800,248,416,648,236,409,1196,1334,101,802,3352,168,1194,330,580,3327,108,1097,190,1409,1213,3522,60,2811,79,219,273
2019-01-13T04:00:00Z,2019-01-13,15,93,NA,882,3100,2281,451,1211,NA,135,286,1165,NA,NA,185,121,740,1844,153,367,592,249,487,1275,1369,91,719,3199,177,1042,289,662,3166,137,1143,235,1385,1180,2863,64,2762,70,165,317
2019-01-13T05:00:00Z,2019-01-13,16,95,NA,986,2820,2116,333,1114,NA,130,223,975,NA,NA,188,117,740,1728,103,259,583,210,476,1141,1174,91,475,3042,183,870,264,598,3247,128,1170,248,1343,1147,2840,70,2648,82,170,206
2019-01-13T06:00:00Z,2019-01-13,17,123,NA,840,2573,1574,349,1039,NA,147,251,689,NA,NA,236,87,716,1809,185,198,555,179,524,1261,1102,93,465,3381,175,574,144,565,3283,124,1187,178,1246,1227,3064,65,2439,114,158,200
2019-01-13T07:00:00Z,2019-01-13,18,122,NA,897,2204,1092,388,1033,NA,68,177,562,NA,NA,155,71,589,1477,153,189,575,207,767,1143,931,85,396,2437,221,528,147,486,3083,168,1029,187,958,1121,1474,82,1884,84,206,220
2019-01-13T08:00:00Z,2019-01-13,19,118,NA,934,1459,779,611,1032,NA,73,197,354,NA,NA,158,96,523,1312,85,128,634,370,899,1208,506,46,578,2022,184,482,127,431,2784,92,865,180,920,978,1206,55,1632,63,158,185
2019-01-13T09:00:00Z,2019-01-13,20,95,NA,864,956,499,641,892,NA,77,159,356,NA,NA,165,84,488,1299,46,153,575,342,936,1062,540,33,693,2166,180,442,96,460,3298,76,778,173,859,930,957,27,1423,66,214,148
2019-01-13T10:00:00Z,2019-01-13,21,83,NA,770,624,321,543,762,NA,43,129,260,NA,NA,162,98,386,1135,52,96,485,401,892,911,519,17,664,1882,129,374,88,432,2846,83,569,171,624,677,905,20,1067,75,207,160
2019-01-13T11:00:00Z,2019-01-13,22,123,NA,625,339,175,330,449,NA,35,77,172,NA,NA,95,44,360,1054,41,57,442,200,618,602,312,12,287,1481,68,294,79,430,1780,87,722,119,393,422,779,26,622,43,114,79
2019-01-13T12:00:00Z,2019-01-13,23,58,NA,346,281,103,236,234,NA,32,55,91,NA,NA,25,24,242,550,27,48,393,86,362,342,201,2,139,699,57,220,65,251,769,40,443,96,132,244,406,12,331,17,33,33
2019-01-13T13:00:00Z,2019-01-14,0,18,NA,191,107,36,97,106,NA,12,21,50,NA,NA,15,20,130,260,21,24,235,43,100,151,99,8,44,286,35,132,28,125,349,23,229,49,58,56,170,10,130,5,15,21
2019-01-13T14:00:00Z,2019-01-14,1,7,NA,176,52,28,51,84,NA,6,19,25,NA,NA,10,7,50,90,NA,11,163,20,30,58,77,NA,21,89,8,82,15,37,111,19,43,21,24,59,65,1,52,4,5,10
2019-01-13T15:00:00Z,2019-01-14,2,1,NA,125,13,14,33,39,NA,1,11,11,NA,NA,4,8,62,32,3,1,127,6,14,47,46,1,13,59,6,72,11,18,45,11,24,9,16,28,37,1,26,2,5,2
2019-01-13T16:00:00Z,2019-01-14,3,1,NA,56,13,9,28,19,NA,1,4,13,NA,NA,2,1,15,20,2,2,58,1,6,32,10,2,3,49,7,32,4,13,34,5,39,14,8,21,26,1,22,3,NA,5
2019-01-13T17:00:00Z,2019-01-14,4,6,NA,63,10,21,43,24,NA,9,14,4,NA,NA,6,9,28,59,16,12,76,7,17,24,64,2,3,77,15,30,1,47,33,12,18,9,2,22,50,3,27,5,NA,1
2019-01-13T18:00:00Z,2019-01-14,5,21,NA,52,37,24,19,3,NA,48,56,45,NA,NA,45,25,102,222,6,25,57,13,12,42,95,3,19,132,19,46,9,84,150,102,277,49,38,31,138,4,94,19,5,48
2019-01-13T19:00:00Z,2019-01-14,6,78,NA,78,120,76,27,24,NA,166,232,160,NA,NA,51,68,360,782,36,99,98,12,21,113,249,23,100,382,67,105,22,223,891,547,933,216,126,83,426,32,196,85,31,134
2019-01-13T20:00:00Z,2019-01-14,7,330,NA,183,381,246,71,83,NA,690,779,426,NA,NA,117,249,1096,1600,144,211,136,46,46,246,674,76,245,979,252,214,75,630,1781,2024,2106,724,308,307,1084,71,493,315,82,387
2019-01-13T21:00:00Z,2019-01-14,8,812,NA,361,917,624,202,175,NA,1725,1977,846,NA,NA,193,563,2508,3990,323,664,308,106,122,466,935,337,363,1784,785,425,135,1494,3979,3670,3894,1388,496,648,1826,169,1033,494,98,605
2019-01-13T22:00:00Z,2019-01-14,9,739,NA,328,901,875,243,141,NA,895,1232,994,NA,NA,230,503,1447,1976,347,494,291,115,101,474,598,193,263,926,578,467,119,745,2530,2111,2786,835,752,608,1000,107,1230,391,53,260
2019-01-13T23:00:00Z,2019-01-14,10,499,NA,430,1172,1267,224,272,NA,514,795,1191,NA,NA,284,375,1009,1261,349,387,381,141,104,550,695,155,166,430,530,514,113,424,1966,647,1700,600,1289,661,848,86,1597,211,54,159
2019-01-14T00:00:00Z,2019-01-14,11,409,NA,600,1785,1657,252,442,NA,363,697,1409,NA,NA,211,207,1021,1341,244,434,522,171,170,678,652,179,179,680,465,550,112,400,1964,644,1585,589,1291,667,1036,90,2076,200,51,213
2019-01-14T01:00:00Z,2019-01-14,12,1255,NA,1152,3266,2795,428,930,NA,636,1499,2095,NA,NA,289,286,1571,2035,316,671,921,272,280,1124,928,200,318,702,974,891,181,581,3120,1479,2509,1115,1545,1239,1310,89,3009,393,101,535
2019-01-14T02:00:00Z,2019-01-14,13,1052,NA,1212,3476,2935,504,1009,NA,596,1539,2147,NA,NA,222,306,1573,2181,425,738,796,328,324,1153,869,270,262,827,667,918,128,520,3029,1291,2483,1019,1620,1287,1427,108,3223,351,102,435
2019-01-14T03:00:00Z,2019-01-14,14,425,NA,914,2673,1993,351,862,NA,433,804,1504,NA,NA,165,223,1118,1607,262,488,614,185,235,1027,719,220,158,684,562,442,103,432,2141,751,1735,508,712,1012,1291,127,2735,204,39,172
2019-01-14T04:00:00Z,2019-01-14,15,360,NA,730,2633,1856,216,746,NA,470,625,1261,NA,NA,184,267,1232,1914,330,392,580,156,193,1065,745,261,171,673,534,416,142,505,2214,1264,2139,459,756,969,1395,130,2638,334,57,179
2019-01-14T05:00:00Z,2019-01-14,16,448,NA,791,2443,1806,193,761,NA,1021,637,1249,NA,NA,232,392,1795,2727,363,306,564,119,253,1070,919,372,207,721,456,450,147,871,2811,2912,3470,720,766,1086,1533,148,2641,405,56,374
2019-01-14T06:00:00Z,2019-01-14,17,689,NA,968,2939,1871,337,1024,NA,1790,1338,1319,NA,NA,445,722,2588,4523,384,544,735,170,362,1359,1395,382,321,1121,764,603,236,1783,4727,3922,4788,1303,1242,1716,2424,223,2991,728,132,676
2019-01-14T07:00:00Z,2019-01-14,18,314,NA,934,2199,1334,376,996,NA,747,772,876,NA,NA,343,358,1225,2608,191,383,675,182,472,1328,1001,193,309,1027,395,577,222,987,3476,1307,2550,639,1035,1440,1353,100,2426,362,115,362
2019-01-14T08:00:00Z,2019-01-14,19,140,NA,922,1325,723,537,974,NA,235,278,517,NA,NA,206,131,638,1585,121,151,654,186,478,1215,525,145,403,903,206,487,152,595,2486,449,1219,305,672,1097,713,50,1790,155,102,183
2019-01-14T09:00:00Z,2019-01-14,20,76,NA,806,741,462,683,750,NA,117,250,351,NA,NA,135,58,529,1289,146,148,88,248,648,1048,483,86,544,809,169,470,101,503,2363,164,786,155,555,878,467,35,1424,86,182,176
2019-01-14T10:00:00Z,2019-01-14,21,102,NA,781,482,301,452,684,NA,102,180,302,NA,NA,99,58,437,1112,116,99,17,250,545,778,551,58,563,842,203,370,80,459,2074,121,760,141,511,689,512,40,909,83,167,137
