Date_Time,Date,Time,Alfred Place,Birrarung Marr,Bourke St-Russell St (West),Bourke Street Mall (North),Bourke Street Mall (South),Chinatown-Lt Bourke St (South),Chinatown-Swanston St (North),City Square,Collins Place (North),Collins Place (South),Collins St (North),Flagstaff Station,Flinders St-Elizabeth St (East),Flinders St-Spark La,Flinders St-Spring St (West),Flinders St-Swanston St (West),Flinders Street Station Underpass,Grattan St-Swanston St (West),Lonsdale St-Spring St (West),Lonsdale St (South),Lygon St (East),Lygon St (West),Melbourne Central,Melbourne Convention Exhibition Centre,Monash Rd-Swanston St (West),New Quay,Princes Bridge,Queen St (West),QV Market-Elizabeth St (West),QV Market-Peel St,Sandridge Bridge,Southbank,Southern Cross Station,Spencer St-Collins St (North),Spencer St-Collins St (South),St Kilda Rd-Alexandra Gardens,State Library,The Arts Centre,Tin Alley-Swanston St (West),Town Hall (West),Victoria Point,Waterfront City,Webb Bridge
2019-01-23T16:00:00Z,2019-01-24,3,8,NA,74,15,16,23,36,NA,3,5,14,NA,NA,4,6,26,38,1,5,31,4,5,36,22,2,4,5,8,60,5,12,32,3,10,13,36,13,34,2,43,NA,NA,3
2019-01-23T17:00:00Z,2019-01-24,4,4,NA,26,12,8,28,27,NA,6,17,9,NA,NA,3,5,21,50,13,8,31,6,14,29,17,NA,4,13,4,42,9,33,31,7,33,6,15,19,75,2,29,4,4,4
2019-01-23T18:00:00Z,2019-01-24,5,30,NA,52,54,25,17,20,NA,37,50,43,NA,NA,26,15,115,223,9,14,26,10,5,42,97,4,22,41,27,64,11,98,200,119,300,44,73,22,126,4,60,27,6,55
2019-01-23T19:00:00Z,2019-01-24,6,99,NA,115,121,158,24,32,NA,159,206,150,NA,NA,51,106,361,886,54,101,53,10,31,132,233,40,90,74,72,156,44,264,952,609,929,227,412,67,324,47,233,81,30,136
2019-01-23T20:00:00Z,2019-01-24,7,371,NA,205,329,293,87,100,NA,760,859,479,NA,NA,161,259,1125,1836,76,250,124,51,95,233,693,44,271,160,271,327,102,651,2044,2243,2309,773,1040,314,791,40,429,337,58,431
2019-01-23T21:00:00Z,2019-01-24,8,789,NA,349,922,630,183,193,NA,1798,2035,1021,NA,NA,268,551,2238,3838,289,678,378,124,98,528,873,245,395,392,745,590,184,1449,4035,3959,4276,1530,1753,641,1531,147,961,623,88,564
2019-01-23T22:00:00Z,2019-01-24,9,698,NA,382,957,935,256,185,NA,995,1250,945,NA,NA,221,404,1542,2119,345,485,325,123,106,445,555,279,233,348,551,774,158,628,2488,2142,2728,929,1106,626,908,105,1127,452,56,279
2019-01-23T23:00:00Z,2019-01-24,10,498,NA,462,1328,1340,318,290,NA,509,781,1228,NA,NA,232,267,1113,1551,355,445,383,149,161,613,610,173,197,475,500,830,195,481,2203,831,1939,660,1303,638,908,95,1643,227,23,225
2019-01-24T00:00:00Z,2019-01-24,11,429,NA,599,2039,1839,396,554,NA,498,865,1479,NA,NA,223,248,1166,1579,339,488,503,205,167,781,623,164,151,675,514,1100,216,432,2073,884,1798,649,1588,809,1412,100,2224,270,40,227
2019-01-24T01:00:00Z,2019-01-24,12,1183,NA,1238,3230,3082,494,983,NA,609,1607,2159,NA,NA,225,304,1637,2190,320,764,954,257,265,1153,848,236,312,720,1039,1426,272,535,3271,1671,2563,1124,1854,1153,2129,105,3117,460,95,508
2019-01-24T02:00:00Z,2019-01-24,13,1165,NA,1147,3275,2957,443,1131,NA,678,1604,2174,NA,NA,294,268,1583,2225,457,721,931,316,336,1158,815,310,237,747,798,1295,219,513,3162,1463,2533,967,1508,1265,1434,146,3279,417,59,376
2019-01-24T03:00:00Z,2019-01-24,14,598,NA,835,2596,2046,246,996,NA,480,853,1632,NA,NA,225,213,1224,1969,288,496,638,174,324,1019,654,190,107,628,617,778,187,381,2345,944,2153,586,89,994,1337,96,2730,244,29,178
2019-01-24T04:00:00Z,2019-01-24,15,426,NA,650,2264,1856,225,870,NA,577,728,1304,NA,NA,230,255,1307,2026,366,447,529,158,209,1038,592,207,104,596,506,586,111,511,2159,1327,2171,527,NA,876,2119,92,2486,362,38,202
2019-01-24T05:00:00Z,2019-01-24,16,538,NA,880,2359,1655,197,864,NA,1065,691,1350,NA,NA,248,411,1965,2822,330,416,556,126,231,992,739,308,101,661,574,625,178,795,2729,2877,3560,763,NA,945,1339,139,2451,673,27,366
2019-01-24T06:00:00Z,2019-01-24,17,666,NA,1000,2934,2016,280,975,NA,1662,1165,1423,NA,NA,370,488,2583,4564,448,563,810,142,231,1319,1029,334,172,977,797,709,210,1453,4173,3653,4724,1384,NA,1468,2409,200,2913,823,51,559
2019-01-24T07:00:00Z,2019-01-24,18,420,NA,992,2310,1413,378,1017,NA,806,659,1050,NA,NA,298,200,1401,2882,172,470,791,165,280,1276,838,166,196,1073,451,580,183,862,3213,1651,2519,686,NA,1227,1848,185,2528,391,86,353
2019-01-24T08:00:00Z,2019-01-24,19,215,NA,772,1782,1008,363,933,NA,260,358,533,NA,NA,139,143,789,1654,181,300,657,152,466,1081,452,129,265,754,270,406,143,482,2252,595,1308,359,NA,1066,1126,109,1732,132,50,160
2019-01-24T09:00:00Z,2019-01-24,20,120,NA,743,1381,735,569,850,NA,124,200,387,NA,NA,89,59,552,1334,124,167,701,222,574,1064,456,88,347,677,166,430,125,425,1827,249,1057,210,NA,856,670,54,1430,107,132,128
2019-01-24T10:00:00Z,2019-01-24,21,109,NA,693,822,430,561,708,NA,127,193,288,NA,NA,107,53,445,1364,99,169,579,203,661,1101,602,62,458,902,232,382,102,508,2126,152,882,207,NA,717,994,33,1283,71,182,128
2019-01-24T11:00:00Z,2019-01-24,22,113,NA,585,524,243,474,521,NA,132,220,287,NA,NA,262,102,382,1291,53,429,589,140,619,837,434,44,361,851,192,321,82,448,2349,165,733,157,NA,488,691,35,899,54,85,101
2019-01-24T12:00:00Z,2019-01-24,23,48,NA,483,243,109,675,342,NA,84,84,137,NA,NA,101,54,224,769,15,74,419,50,363,459,191,15,98,470,118,166,28,349,913,67,358,109,NA,250,249,6,452,32,51,50
2019-01-24T13:00:00Z,2019-01-25,0,30,NA,284,97,60,300,173,NA,14,48,81,NA,NA,31,24,120,337,30,48,286,30,92,195,105,2,53,250,85,109,24,101,471,25,168,76,NA,126,146,6,236,9,20,15
2019-01-24T14:00:00Z,2019-01-25,1,5,NA,194,65,30,135,119,NA,10,30,40,NA,NA,11,5,89,115,6,8,168,10,53,136,83,3,23,76,42,85,15,41,508,26,79,39,NA,72,47,1,111,16,8,12
2019-01-24T15:00:00Z,2019-01-25,2,2,NA,137,49,50,103,39,NA,8,19,22,NA,NA,11,7,69,64,7,9,133,14,14,63,41,1,11,39,21,63,11,27,186,24,35,27,NA,69,33,3,79,1,5,4
2019-01-24T16:00:00Z,2019-01-25,3,2,NA,74,34,29,47,24,NA,3,13,18,NA,NA,13,NA,39,41,4,8,70,7,9,70,19,NA,2,20,32,60,11,13,125,8,51,19,14,29,59,4,64,NA,NA,7
2019-01-24T17:00:00Z,2019-01-25,4,14,NA,54,7,21,28,19,NA,14,11,14,NA,NA,10,4,15,80,25,5,85,9,10,43,20,NA,4,13,25,48,4,40,50,14,63,18,32,28,59,4,32,1,NA,5
2019-01-24T18:00:00Z,2019-01-25,5,17,NA,48,35,27,64,23,NA,34,59,45,NA,NA,31,15,94,197,62,22,28,15,20,59,64,5,23,34,23,76,15,88,183,100,270,52,84,25,105,4,79,14,5,42
2019-01-24T19:00:00Z,2019-01-25,6,84,NA,76,125,75,26,31,NA,134,185,192,NA,NA,37,66,354,738,199,69,52,13,39,125,173,17,96,80,73,125,31,211,766,541,945,182,346,73,299,17,205,66,17,118
2019-01-24T20:00:00Z,2019-01-25,7,303,NA,137,300,206,72,90,NA,664,675,399,NA,NA,105,194,1055,1656,253,215,150,30,66,206,381,35,150,141,211,241,78,497,1315,1824,2096,517,798,243,649,34,408,261,54,301
2019-01-24T21:00:00Z,2019-01-25,8,745,NA,262,765,591,170,168,NA,1548,1713,714,NA,NA,152,429,1941,3669,539,547,279,101,76,450,490,146,289,336,601,442,132,1036,2535,3105,3873,1023,1222,568,1132,93,931,418,48,397
2019-01-24T22:00:00Z,2019-01-25,9,655,NA,283,769,855,201,175,NA,790,970,847,NA,NA,115,284,1354,1830,690,367,298,136,71,376,343,164,124,325,458,501,103,477,1670,1880,2475,628,875,485,721,63,1000,286,22,198
2019-01-24T23:00:00Z,2019-01-25,10,467,NA,399,1051,1183,353,212,NA,387,633,887,NA,NA,148,179,935,1150,735,366,428,129,93,399,410,101,84,342,410,636,139,278,1274,621,1427,438,916,499,904,59,1324,173,12,132
2019-01-25T00:00:00Z,2019-01-25,11,456,NA,435,1450,1511,213,507,NA,339,589,1121,NA,NA,107,119,953,1284,711,345,372,125,135,494,429,113,68,502,410,760,138,262,1265,648,1399,496,1188,671,2158,57,1596,187,7,118
2019-01-25T01:00:00Z,2019-01-25,12,1035,NA,898,2117,2003,319,807,NA,433,1146,1541,NA,NA,129,181,1318,1476,538,524,637,209,197,683,457,174,100,465,676,909,163,305,1775,1158,2032,660,970,903,1227,56,2179,347,26,172
2019-01-25T02:00:00Z,2019-01-25,13,904,NA,919,1986,2111,290,869,NA,432,1090,1465,NA,NA,130,207,1238,1567,516,485,530,190,203,721,494,177,118,425,676,906,91,298,1794,942,1954,574,1206,869,1979,63,2116,303,27,183
2019-01-25T03:00:00Z,2019-01-25,14,454,NA,709,1345,1614,316,642,NA,390,721,1063,NA,NA,142,210,977,1487,435,364,520,144,171,624,668,132,170,530,500,728,81,426,1512,850,1287,433,1484,836,2260,65,1765,205,55,141
2019-01-25T04:00:00Z,2019-01-25,15,379,NA,725,1086,1705,257,660,NA,460,646,1077,NA,NA,88,240,1135,1849,392,319,511,146,226,657,723,161,152,641,452,703,133,585,1458,929,1789,586,1216,845,1255,68,2087,270,52,188
2019-01-25T05:00:00Z,2019-01-25,16,517,NA,821,1325,1747,246,793,NA,922,655,1157,NA,NA,65,433,1857,2920,398,417,619,140,232,670,928,204,207,782,550,669,167,891,2221,1395,2759,714,1747,1174,1870,83,2428,499,74,384
2019-01-25T06:00:00Z,2019-01-25,17,510,NA,1200,1890,2157,472,958,NA,1112,965,1359,NA,NA,47,447,2232,4127,418,526,800,199,293,1202,1189,226,345,1369,638,596,173,1286,3210,1615,3379,1002,2182,1525,2198,106,2924,529,115,467
2019-01-25T07:00:00Z,2019-01-25,18,281,NA,1111,1648,1664,656,1105,NA,540,599,993,NA,NA,23,284,1211,2809,234,431,845,193,403,1437,1060,140,475,1380,464,536,194,888,2652,767,1903,486,2044,1431,2195,72,2653,281,154,348
2019-01-25T08:00:00Z,2019-01-25,19,179,NA,1140,1292,1319,862,1249,NA,225,361,605,NA,NA,16,154,782,2056,219,317,927,241,534,1336,1068,105,605,1152,332,446,132,657,2483,283,1207,304,1708,1336,1737,50,2053,171,177,222
2019-01-25T09:00:00Z,2019-01-25,20,133,NA,1036,1158,948,786,1142,NA,146,278,477,NA,NA,10,114,625,1788,183,204,818,318,796,1156,1018,72,640,1124,299,400,133,669,2807,178,915,227,1491,1338,965,34,1837,108,160,212
2019-01-25T10:00:00Z,2019-01-25,21,147,NA,1242,994,654,757,1122,NA,126,261,491,NA,NA,65,185,578,1979,126,193,931,358,801,1298,1027,78,535,1629,373,400,133,819,3582,148,778,231,1891,1102,1290,38,1810,82,202,192
2019-01-25T11:00:00Z,2019-01-25,22,127,NA,908,549,334,839,899,NA,145,196,401,NA,NA,59,95,556,1716,134,425,971,312,731,1045,761,29,346,1243,463,367,110,568,2886,128,763,206,1649,910,1775,12,1549,46,135,128
2019-01-25T12:00:00Z,2019-01-25,23,69,NA,734,393,229,508,639,NA,105,210,201,NA,NA,53,47,376,1209,53,164,667,147,460,856,361,11,208,762,384,225,94,497,1326,81,538,112,804,462,500,10,855,27,60,78
2019-01-25T13:00:00Z,2019-01-26,0,35,NA,570,229,142,448,348,NA,41,55,149,NA,NA,29,28,221,825,32,49,503,52,219,541,151,3,97,599,308,167,28,278,890,38,280,79,365,291,187,2,661,26,31,43
2019-01-25T14:00:00Z,2019-01-26,1,19,NA,421,108,112,248,245,NA,36,35,62,NA,NA,12,8,149,395,37,43,377,24,101,299,90,1,39,193,296,151,25,192,361,9,118,69,149,218,45,4,492,3,7,16
2019-01-25T15:00:00Z,2019-01-26,2,6,NA,252,63,67,152,136,NA,17,29,58,NA,NA,5,5,96,258,53,25,249,12,28,166,45,NA,12,95,252,118,30,129,164,21,78,44,110,76,53,2,261,3,5,5
2019-01-25T16:00:00Z,2019-01-26,3,10,NA,217,90,42,131,136,NA,17,14,21,NA,NA,10,6,67,151,62,17,161,13,22,199,35,4,8,60,115,68,4,83,94,8,59,22,81,82,52,4,199,1,3,7
2019-01-25T17:00:00Z,2019-01-26,4,15,NA,120,31,28,191,57,NA,4,30,15,NA,NA,6,8,34,96,58,6,115,10,14,74,29,NA,11,54,77,57,7,64,57,7,78,19,66,51,26,1,114,1,4,3
2019-01-25T18:00:00Z,2019-01-26,5,4,NA,103,31,35,72,30,NA,11,27,32,NA,NA,5,8,53,122,13,12,60,23,17,66,25,3,13,28,12,73,8,70,101,20,100,19,139,32,36,3,112,10,3,4
2019-01-25T19:00:00Z,2019-01-26,6,14,NA,53,54,21,77,30,NA,10,33,35,NA,NA,14,72,110,182,34,11,67,2,24,57,92,2,48,89,12,120,30,102,215,33,247,37,153,45,71,NA,93,18,7,39
2019-01-25T20:00:00Z,2019-01-26,7,47,NA,43,88,72,48,52,NA,22,60,126,NA,NA,25,29,199,327,29,39,41,18,43,103,158,3,85,84,23,237,81,134,417,44,373,65,396,89,160,4,271,20,41,120
2019-01-25T21:00:00Z,2019-01-26,8,70,NA,101,288,210,66,113,NA,71,133,358,NA,NA,21,38,387,485,86,95,120,65,72,251,243,6,118,119,74,452,152,181,805,74,571,134,889,299,570,6,720,52,22,146
2019-01-25T22:00:00Z,2019-01-26,9,126,NA,283,670,695,213,234,NA,154,257,729,NA,NA,55,87,563,886,196,182,252,101,96,562,432,27,223,217,135,733,206,329,1262,141,954,217,1585,836,979,30,1561,73,55,166
2019-01-25T23:00:00Z,2019-01-26,10,138,NA,649,1620,1203,378,351,NA,278,438,1418,NA,NA,100,248,822,1271,308,959,623,140,173,1005,681,69,355,432,179,955,313,498,1731,132,1359,288,1631,1399,1808,35,3419,122,95,254
2019-01-26T00:00:00Z,2019-01-26,11,190,NA,1240,2350,1846,538,816,NA,238,403,1860,NA,NA,173,129,923,1832,346,697,1209,199,264,1438,916,65,378,1501,233,1331,374,529,2350,154,1304,307,2476,1922,2261,33,4614,77,103,216
2019-01-26T01:00:00Z,2019-01-26,12,157,NA,1303,2645,2354,870,1359,NA,324,446,1729,NA,NA,189,230,901,2171,254,518,934,224,241,1601,1038,97,379,972,237,1584,385,633,2819,143,1351,320,4142,1955,3608,59,4097,100,90,242
2019-01-26T02:00:00Z,2019-01-26,13,132,NA,1437,3383,2662,856,1456,NA,435,488,1784,NA,NA,595,245,831,2477,156,669,1010,226,345,1873,1352,113,507,1096,162,1589,407,638,2806,182,1277,281,3625,2039,4740,64,4047,77,135,248
2019-01-26T03:00:00Z,2019-01-26,14,129,NA,1176,3256,2464,482,1373,NA,298,527,1421,NA,NA,648,140,827,2194,157,360,824,233,301,1601,1536,95,507,1303,234,1244,356,695,2801,170,1407,272,4209,1397,2953,53,3504,107,111,259
2019-01-26T04:00:00Z,2019-01-26,15,194,NA,1067,3309,2509,444,1251,NA,197,374,1422,NA,NA,454,195,805,2288,170,282,699,212,478,1583,1572,100,562,1297,194,1015,274,748,2553,127,1382,225,3616,1364,2524,62,3380,98,157,261
2019-01-26T05:00:00Z,2019-01-26,16,174,NA,1005,3000,2140,442,1178,NA,186,339,1116,NA,NA,417,183,772,2282,113,371,821,214,412,1531,1425,114,576,1327,134,637,216,689,2763,207,1302,251,3460,1270,2946,94,2925,152,209,231
2019-01-26T06:00:00Z,2019-01-26,17,180,NA,1213,2852,2030,629,1227,NA,202,361,855,NA,NA,284,164,792,2105,118,288,873,191,494,1430,1478,78,945,1485,185,525,168,705,2771,225,1367,328,2744,1407,1949,37,2797,169,368,274
2019-01-26T07:00:00Z,2019-01-26,18,143,NA,1053,2357,1413,754,1246,NA,135,336,549,NA,NA,201,146,671,1833,124,366,921,292,720,1449,1523,62,2165,1292,202,470,120,684,2899,303,1185,273,2146,1228,1295,26,2244,241,697,378
2019-01-26T08:00:00Z,2019-01-26,19,99,NA,1005,1673,792,833,1335,NA,88,170,425,NA,NA,110,110,624,1617,68,244,862,327,851,1606,1303,47,3371,1340,190,441,161,616,2864,288,1006,307,1930,1273,1170,32,1868,198,973,315
2019-01-26T09:00:00Z,2019-01-26,20,94,NA,963,1032,527,744,1230,NA,77,196,291,NA,NA,79,70,615,1444,160,166,858,431,1087,1251,1341,49,3879,1319,185,458,92,539,2434,497,937,213,1350,1066,631,33,1544,271,1380,428
2019-01-26T10:00:00Z,2019-01-26,21,129,NA,1129,731,348,771,1043,NA,76,179,349,NA,NA,73,60,968,1633,120,157,872,458,955,1150,1430,31,3605,1280,188,389,123,698,2186,822,1199,290,1311,935,568,17,1249,1029,1363,619
2019-01-26T11:00:00Z,2019-01-26,22,84,NA,1009,541,349,781,907,NA,110,191,338,NA,NA,169,146,627,1730,140,457,874,374,1135,1039,975,23,1047,1432,291,304,102,740,2586,146,957,256,1555,724,820,15,1407,184,258,159
2019-01-26T12:00:00Z,2019-01-26,23,99,NA,852,308,224,752,610,NA,87,162,289,NA,NA,100,77,431,1225,70,99,795,208,669,894,385,8,358,807,417,279,93,578,1384,87,745,130,862,410,257,20,922,84,92,69
2019-01-26T13:00:00Z,2019-01-27,0,66,NA,555,281,148,628,343,NA,35,68,220,NA,NA,78,68,245,846,66,66,652,80,340,571,239,6,161,596,442,198,36,365,718,55,350,120,363,252,126,8,628,34,43,33
2019-01-26T14:00:00Z,2019-01-27,1,36,NA,462,135,169,263,278,NA,13,20,102,NA,NA,29,20,136,552,121,36,496,45,180,416,96,3,48,230,249,135,27,222,392,18,175,48,150,200,47,7,423,14,15,22
2019-01-26T15:00:00Z,2019-01-27,2,11,NA,361,111,104,145,161,NA,12,21,54,NA,NA,22,12,78,450,115,15,327,21,82,215,87,1,19,190,201,82,18,171,175,27,133,48,138,165,40,4,313,7,7,14
2019-01-26T16:00:00Z,2019-01-27,3,7,NA,364,55,66,109,132,NA,9,8,51,NA,NA,7,1,69,354,102,10,289,6,28,212,56,NA,24,197,138,102,18,151,95,23,113,47,74,71,49,3,225,19,16,2
2019-01-26T17:00:00Z,2019-01-27,4,10,NA,259,45,63,93,51,NA,3,20,40,NA,NA,10,10,37,183,18,2,76,10,32,71,24,3,15,68,52,76,7,119,40,15,53,25,56,50,21,4,131,7,4,10
2019-01-26T18:00:00Z,2019-01-27,5,5,NA,144,28,26,65,26,NA,11,9,23,NA,NA,11,11,46,156,16,8,210,12,6,75,29,1,10,28,16,51,12,106,48,14,92,33,46,26,47,2,92,6,5,8
2019-01-26T19:00:00Z,2019-01-27,6,16,NA,94,27,109,59,36,NA,16,24,21,NA,NA,12,22,61,195,7,24,77,7,24,42,64,3,31,40,27,69,25,129,123,38,151,28,69,38,140,2,136,9,12,26
2019-01-26T20:00:00Z,2019-01-27,7,13,NA,54,94,38,54,52,NA,20,53,80,NA,NA,22,39,145,258,72,32,77,9,18,100,99,10,64,61,27,138,40,112,408,49,255,58,180,48,176,12,187,34,37,75
2019-01-26T21:00:00Z,2019-01-27,8,62,NA,91,150,111,63,63,NA,78,77,140,NA,NA,50,51,227,447,113,42,120,34,27,181,193,15,179,109,68,315,68,205,678,80,435,118,330,146,330,35,266,24,49,97
2019-01-26T22:00:00Z,2019-01-27,9,154,NA,198,488,388,137,108,NA,118,258,351,NA,NA,93,78,367,746,327,112,232,62,81,324,410,40,256,224,119,645,164,301,1230,106,698,183,741,232,748,32,603,48,44,166
2019-01-26T23:00:00Z,2019-01-27,10,167,NA,372,945,899,308,303,NA,128,220,699,NA,NA,69,97,619,1117,310,139,357,105,150,520,741,53,466,412,159,986,271,411,1740,101,913,221,1334,467,1244,49,1064,80,82,228
2019-01-27T00:00:00Z,2019-01-27,11,175,NA,572,1894,1554,462,682,NA,130,266,874,NA,NA,97,109,658,1480,355,197,482,167,248,763,1028,79,645,762,185,1318,362,562,2181,146,980,233,2125,773,1953,54,1800,73,155,288
2019-01-27T01:00:00Z,2019-01-27,12,119,NA,1009,2212,2022,781,1057,NA,239,370,1194,NA,NA,71,104,688,1722,285,241,734,213,373,1232,1272,98,838,1045,155,1614,348,623,2454,96,959,265,2534,986,2386,34,2280,103,214,254
2019-01-27T02:00:00Z,2019-01-27,13,155,NA,1072,2663,2080,775,1275,NA,171,301,1198,NA,NA,111,160,711,1875,193,200,755,268,417,1301,1457,118,670,1152,128,1659,302,693,3084,129,970,220,2624,1230,2414,55,2652,47,185,240
2019-01-27T03:00:00Z,2019-01-27,14,163,NA,1132,2814,2456,615,1333,NA,166,340,1271,NA,NA,181,196,646,2067,138,197,817,291,478,1447,1724,71,678,1218,157,1451,341,614,2851,109,1109,207,70,1207,2995,40,2809,39,166,320
2019-01-27T04:00:00Z,2019-01-27,15,153,NA,1010,3030,2291,553,1206,NA,171,338,1278,NA,NA,219,166,617,2099,138,267,742,268,591,1477,1632,117,594,1413,143,1247,302,706,2867,148,1151,234,NA,1302,2608,69,3031,69,184,300
2019-01-27T05:00:00Z,2019-01-27,16,156,NA,1130,2750,2338,489,1110,NA,147,265,1093,NA,NA,176,180,613,2104,100,222,823,209,504,1380,1463,80,570,1270,155,869,201,611,2987,154,1056,256,NA,1202,2260,49,2750,78,220,230
2019-01-27T06:00:00Z,2019-01-27,17,152,NA,1121,2021,1817,603,1112,NA,131,253,732,NA,NA,141,191,640,1885,170,144,778,234,590,1366,1497,94,624,1148,157,522,146,732,2940,203,980,266,NA,1398,2182,34,2356,74,212,271
2019-01-27T07:00:00Z,2019-01-27,18,95,NA,1139,1692,1119,543,1565,NA,115,257,448,NA,NA,118,204,572,1727,190,171,880,300,616,1318,1461,61,633,1178,165,488,126,765,2648,114,847,225,NA,1227,1064,24,1955,118,194,240
2019-01-27T08:00:00Z,2019-01-27,19,74,NA,1106,1182,701,664,1263,NA,85,205,408,NA,NA,94,108,416,1432,161,183,813,257,683,1312,918,45,661,1044,166,478,124,562,2410,122,636,190,NA,1114,992,17,1743,86,211,124
2019-01-27T09:00:00Z,2019-01-27,20,75,NA,990,728,431,767,1049,NA,68,189,277,NA,NA,64,75,391,1190,151,156,771,323,853,1132,834,36,599,1025,158,402,110,635,1933,117,652,164,NA,929,506,13,1312,39,226,177
2019-01-27T10:00:00Z,2019-01-27,21,54,NA,843,539,341,568,804,NA,74,137,207,NA,NA,62,44,410,1134,103,103,658,306,767,945,755,26,458,1004,183,322,113,512,1691,87,567,148,NA,771,616,23,1418,41,144,127
2019-01-27T11:00:00Z,2019-01-27,22,64,NA,1006,399,299,480,714,NA,94,178,348,NA,NA,295,218,371,1412,94,84,645,166,644,959,1073,13,306,1242,212,375,78,623,2587,65,535,168,NA,585,499,14,1755,50,106,129
2019-01-27T12:00:00Z,2019-01-27,23,81,NA,721,216,218,339,406,NA,98,95,208,NA,NA,107,79,295,947,34,72,657,121,364,647,428,8,211,721,168,268,57,358,1433,66,476,126,NA,336,277,10,1331,49,60,57
2019-01-27T13:00:00Z,2019-01-28,0,61,NA,465,136,119,210,190,NA,18,83,67,NA,NA,33,27,146,553,27,44,372,36,140,347,140,NA,76,333,140,137,24,221,478,31,180,65,NA,165,139,3,531,21,34,17
2019-01-27T14:00:00Z,2019-01-28,1,25,NA,350,108,122,128,176,NA,16,27,63,NA,NA,18,7,87,239,24,27,321,26,61,219,118,1,14,165,131,99,26,87,146,27,97,35,NA,121,105,5,741,18,9,11
2019-01-27T15:00:00Z,2019-01-28,2,9,NA,279,69,50,40,97,NA,12,21,47,NA,NA,11,6,72,153,9,12,188,11,21,147,62,1,9,76,69,64,11,88,108,23,50,23,NA,66,45,1,247,14,7,24
2019-01-27T16:00:00Z,2019-01-28,3,3,NA,226,52,38,111,84,NA,5,12,14,NA,NA,5,3,55,106,NA,20,141,6,12,96,20,NA,18,21,104,42,4,44,53,18,51,20,24,73,48,NA,79,20,2,2
2019-01-27T17:00:00Z,2019-01-28,4,8,NA,119,51,31,52,44,NA,9,16,40,NA,NA,5,6,46,95,1,11,135,7,11,72,59,1,11,45,41,52,8,87,45,5,31,6,23,33,63,1,95,2,2,1
2019-01-27T18:00:00Z,2019-01-28,5,26,NA,97,18,15,59,19,NA,8,18,12,NA,NA,5,6,61,119,6,9,86,3,5,67,35,2,8,31,23,45,3,80,43,17,88,24,27,39,38,2,57,1,2,7
2019-01-27T19:00:00Z,2019-01-28,6,26,NA,62,82,28,20,21,NA,17,25,70,NA,NA,10,17,74,140,14,21,75,5,10,52,61,1,36,42,14,59,10,83,135,41,186,26,65,24,106,2,64,11,28,24
2019-01-27T20:00:00Z,2019-01-28,7,18,NA,75,107,42,67,63,NA,27,74,70,NA,NA,18,44,128,279,30,25,64,11,26,105,143,10,72,79,50,88,20,113,399,72,269,77,176,53,174,9,158,13,20,61
2019-01-27T21:00:00Z,2019-01-28,8,79,NA,112,137,92,57,76,NA,47,105,110,NA,NA,18,45,251,404,141,50,71,29,47,159,198,26,149,80,58,193,34,135,665,82,626,104,253,124,229,19,251,26,29,131
2019-01-27T22:00:00Z,2019-01-28,9,125,NA,159,483,405,126,136,NA,80,133,311,NA,NA,56,65,330,637,211,85,157,85,64,290,384,69,222,172,68,336,97,264,934,130,858,161,523,202,464,25,532,63,35,178
2019-01-27T23:00:00Z,2019-01-28,10,117,NA,309,1151,890,297,311,NA,125,172,590,NA,NA,114,94,568,1005,361,126,341,107,124,513,704,68,270,260,106,441,93,347,1521,131,974,265,742,461,1024,29,1107,65,75,238
2019-01-28T00:00:00Z,2019-01-28,11,173,NA,652,1943,1369,371,643,NA,109,244,790,NA,NA,122,88,655,1340,243,163,484,189,233,775,911,65,276,521,151,572,103,442,1848,161,1026,213,935,727,1357,50,1649,48,77,258
2019-01-28T01:00:00Z,2019-01-28,12,130,NA,756,2469,1669,476,1152,NA,129,269,948,NA,NA,120,123,636,1460,161,221,612,225,288,1024,975,107,255,771,122,606,107,443,2119,132,943,211,1082,1047,1692,54,2073,72,76,275
2019-01-28T02:00:00Z,2019-01-28,13,125,NA,832,2673,1819,526,1347,NA,138,239,914,NA,NA,143,86,580,1598,164,190,756,226,348,1176,1140,87,238,906,111,661,172,458,2032,168,1004,219,1175,1068,2070,48,2312,68,68,268
2019-01-28T03:00:00Z,2019-01-28,14,120,NA,807,2765,1855,340,1277,NA,110,209,1054,NA,NA,132,80,629,1716,234,227,671,216,448,1425,1195,112,323,862,137,482,104,469,2102,133,1092,143,1235,1091,2079,77,2543,50,105,267
2019-01-28T04:00:00Z,2019-01-28,15,116,NA,791,2817,1843,218,1209,NA,136,263,949,NA,NA,205,91,593,1772,87,216,589,190,420,1434,1181,70,234,876,124,426,101,514,1993,142,1082,164,1071,1070,1794,49,2459,49,94,209
2019-01-28T05:00:00Z,2019-01-28,16,82,NA,748,2566,1763,169,1095,NA,100,163,736,NA,NA,160,68,603,1606,196,126,557,137,410,1227,832,72,178,846,135,498,97,427,1525,165,1013,165,889,1054,1542,60,2266,85,82,205
2019-01-28T06:00:00Z,2019-01-28,17,95,NA,808,2314,1213,197,1043,NA,92,196,571,NA,NA,151,72,607,1395,112,144,600,193,405,1282,792,92,216,813,91,426,97,415,1481,149,978,144,854,1097,1185,64,1858,69,149,174
